epoch,loss,mae,val_loss,val_mae
0,1.1461036205291748,0.36808180809020996,0.8750599026679993,0.09145967662334442
1,0.8706444501876831,0.21534091234207153,0.7564811706542969,0.14324645698070526
2,0.7270553708076477,0.18578599393367767,0.6163232326507568,0.0625736340880394
3,0.5988219380378723,0.14163458347320557,0.5152338743209839,0.05888424441218376
4,0.5013913512229919,0.13371038436889648,0.431507408618927,0.06579598039388657
5,0.42046111822128296,0.12909390032291412,0.35916876792907715,0.062293458729982376
6,0.35028061270713806,0.11790303140878677,0.2994494140148163,0.057668283581733704
7,0.2952669858932495,0.11819720268249512,0.2505052089691162,0.05805442854762077
8,0.24890008568763733,0.1127357929944992,0.2100669890642166,0.058179158717393875
9,0.21191558241844177,0.11783254891633987,0.17673879861831665,0.058961812406778336
10,0.17745459079742432,0.10876496136188507,0.14880913496017456,0.05743004381656647
11,0.1550881564617157,0.11045770347118378,0.12661711871623993,0.06338351219892502
12,0.1294839233160019,0.10095692425966263,0.10737364739179611,0.05634666979312897
13,0.11124175786972046,0.0981760025024414,0.09291360527276993,0.060758884996175766
14,0.09777726233005524,0.09859489649534225,0.08224663138389587,0.07194439321756363
15,0.0868658646941185,0.10142458230257034,0.06882154196500778,0.05671369656920433
16,0.07737288624048233,0.10270063579082489,0.06020926311612129,0.05712837353348732
17,0.06907237321138382,0.10322325676679611,0.05281461402773857,0.05403437092900276
18,0.05818971246480942,0.08740437775850296,0.04685467854142189,0.05483477562665939
19,0.05317029356956482,0.09130756556987762,0.04201674088835716,0.0558672696352005
20,0.04781859740614891,0.091101735830307,0.038011495023965836,0.05653439089655876
21,0.045783378183841705,0.09469577670097351,0.03423602879047394,0.0562189444899559
22,0.04196568951010704,0.09001114964485168,0.031047193333506584,0.05803569406270981
23,0.03862985968589783,0.0861009955406189,0.029874930158257484,0.06302007287740707
24,0.03497651591897011,0.08711796998977661,0.02605072222650051,0.05528351292014122
25,0.030783293768763542,0.08066169917583466,0.02417382225394249,0.05675261840224266
26,0.03262299671769142,0.09348341822624207,0.022359149530529976,0.058887872844934464
27,0.029823312535881996,0.08975263684988022,0.02074446529150009,0.05783584713935852
28,0.029708225280046463,0.0918075367808342,0.024531561881303787,0.08020595461130142
29,0.028664395213127136,0.09538780152797699,0.01899714022874832,0.05871298164129257
30,0.026992570608854294,0.0909859910607338,0.0194429699331522,0.06532544642686844
31,0.02483774907886982,0.08962090313434601,0.01978650502860546,0.07251005619764328
32,0.023233585059642792,0.08711981773376465,0.015050102025270462,0.05244338884949684
33,0.020439615473151207,0.08120658993721008,0.015327829867601395,0.06310921907424927
34,0.019831446930766106,0.08284784108400345,0.018344685435295105,0.08429212868213654
35,0.021045174449682236,0.08802291005849838,0.014522349461913109,0.06667326390743256
36,0.018979670479893684,0.08164390921592712,0.014889378100633621,0.07225450128316879
37,0.017381401732563972,0.07798444479703903,0.012327151373028755,0.05714252591133118
38,0.018476972356438637,0.08482334017753601,0.01237570121884346,0.061988674104213715
39,0.017600836232304573,0.08026561141014099,0.012176521122455597,0.06389282643795013
40,0.016541428864002228,0.08132955431938171,0.011326098814606667,0.0604165643453598
41,0.01575332321226597,0.07854753732681274,0.0106600197032094,0.05617541819810867
42,0.017080985009670258,0.08315685391426086,0.010144669562578201,0.05621016398072243
43,0.01541572343558073,0.08035881072282791,0.009735637344419956,0.05359189584851265
44,0.014605360105633736,0.07676401734352112,0.00990663655102253,0.05921437218785286
45,0.014487800188362598,0.07910570502281189,0.009678942151367664,0.05941592529416084
46,0.014093495905399323,0.07841058820486069,0.011662563309073448,0.0746060311794281
47,0.013244046829640865,0.07765622437000275,0.01307922974228859,0.08276452869176865
48,0.013529350981116295,0.07581612467765808,0.00965580902993679,0.06279966235160828
49,0.01438245177268982,0.08173797279596329,0.009081675671041012,0.05669479817152023
50,0.013915231451392174,0.08083019405603409,0.008799626491963863,0.060278911143541336
51,0.013691711239516735,0.07917159795761108,0.008059460669755936,0.05504947528243065
52,0.012941479682922363,0.07743307948112488,0.007606683298945427,0.051890239119529724
53,0.012657025828957558,0.07704941928386688,0.008303575217723846,0.059816230088472366
54,0.01192061323672533,0.07503275573253632,0.011311824433505535,0.07955716550350189
55,0.012743838131427765,0.077042356133461,0.012422059662640095,0.0856279581785202
56,0.012205597944557667,0.07695682346820831,0.007661545183509588,0.057005494832992554
57,0.013134496286511421,0.0816991925239563,0.007294679060578346,0.05465881898999214
58,0.011403691954910755,0.07544775307178497,0.007850607857108116,0.06081395968794823
59,0.011959449388086796,0.07770360261201859,0.008325252681970596,0.06008366495370865
60,0.012621035799384117,0.07955959439277649,0.009034034796059132,0.07042016088962555
61,0.011919980868697166,0.07637500017881393,0.010952635668218136,0.08127152174711227
62,0.011097529903054237,0.07394769042730331,0.006636022124439478,0.05180954933166504
63,0.012715820223093033,0.0825599730014801,0.006657604593783617,0.05299726128578186
64,0.011288246139883995,0.0766737088561058,0.00784291885793209,0.06397581845521927
65,0.009836593642830849,0.07039379328489304,0.007561079692095518,0.06216154247522354
66,0.011638042517006397,0.07837865501642227,0.007196005433797836,0.058502305299043655
67,0.011027243919670582,0.07495640963315964,0.0073871128261089325,0.0611281543970108
68,0.010965241119265556,0.07451769709587097,0.007245008368045092,0.0604962557554245
69,0.01092586014419794,0.07558639347553253,0.009537765756249428,0.07565685361623764
